item_id	title	genres	director	producer	actors	release_date	release_month	country	duration	age_rating	imdb_rating	imdb_num_reviews	n_ratings	description	n_ratings_kid	n_ratings_teenager	n_ratings_young_adult	n_ratings_adult	n_ratings_senior	n_ratings_male	n_ratings_female	storyline	genres_list	directors_list	producers_list	actors_list
591	Primal Fear (1996)	Drama and Thriller	Gregory Hoblit	William Diehl, Steve Shagan, and Ann Biderman	Richard Gere, Laura Linney, Edward Norton, John Mahoney, Alfre Woodard, Frances McDormand, Terry OQuinn, Andre Braugher, Steven Bauer, Joe Spano, Tony Plana, Stanley Anderson, Maura Tierney, Jon Seda, Reg Rogers, Kenneth Tigar, Brian Reddy, and Christopher Carroll	1996	05	United Kingdom	2h 9min	R	7.7	201K	178	An altar boy is accused of murdering a priest, and the truth is buried several layers deep.	0	13	86	78	1	128	50	An altar boy is accused of murdering a priest, and the truth is buried several layers deep. When a young man, Aaron, is charged with the horrific murder of Archbishop Rushman, hot-shot Chicago lawyer Martin Vail takes on his defense at no charge. Aaron was a homeless street kid before he was taken in by the Archbishop. He's shy and speaks with a stammer. Vail is convinced that Aaron is innocent but after discovering a video that shows Aaron may have had good reason to want the Archbishop dead, he begins to question that conclusion. When Aaron lashes out at the psychologist examining him another personality, Roy, is revealed. With the trial already underway, Vail cannot change Aaron plea and so has to find a way to introduce his client's condition. Aaron has something of a surprise for him as well. —garykmcd	['Drama', 'Thriller']	['Gregory Hoblit']	['William Diehl', 'Steve Shagan', 'Ann Biderman']	['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney', 'Alfre Woodard', 'Frances McDormand', 'Terry OQuinn', 'Andre Braugher', 'Steven Bauer', 'Joe Spano', 'Tony Plana', 'Stanley Anderson', 'Maura Tierney', 'Jon Seda', 'Reg Rogers', 'Kenneth Tigar', 'Brian Reddy', 'Christopher Carroll']
67	Ace Ventura: Pet Detective (1994)	Comedy	Tom Shadyac	Jack Bernstein, Tom Shadyac, and Jim Carrey	Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino, Noble Willingham, Troy Evans, Raynor Scheine, Udo Kier, Frank Adonis, Tiny Ron, David Margulies, John Capodice, Judy Clayton, Bill Zuckert, Alice Drummond, Rebecca Ferratti, and Mark Margolis	1994	04	United Kingdom	1h 26min	PG-13	6.9	288K	103	A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.	0	10	59	33	1	84	19	A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins. To be a Pet Detective, you have to understand both the criminals and animals. Ace Ventura goes even further... He behaves like a criminal animal. When a football team's mascot (a dolphin) is stolen just before the Superbowl, Ace Ventura is put on the case. Now, who would want to steal a dolphin, and why? —Lars J. Aas	['Comedy']	['Tom Shadyac']	['Jack Bernstein', 'Tom Shadyac', 'Jim Carrey']	['Jim Carrey', 'Courteney Cox', 'Sean Young', 'Tone Loc', 'Dan Marino', 'Noble Willingham', 'Troy Evans', 'Raynor Scheine', 'Udo Kier', 'Frank Adonis', 'Tiny Ron', 'David Margulies', 'John Capodice', 'Judy Clayton', 'Bill Zuckert', 'Alice Drummond', 'Rebecca Ferratti', 'Mark Margolis']
305	Ice Storm, The (1997)	Drama	Ang Lee	Rick Moody and James Schamus	Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny, Tobey Maguire, Christina Ricci, Elijah Wood, Adam Hann-Byrd, David Krumholtz, Jamey Sheridan, Kate Burton, William Cain, Michael Cumpsty, Maia Danziger, Katie Holmes, Michael Egerman, Christine Farrell, and Glenn Fitzgerald	1997	02	United Kingdom	1h 52min	R	7.4	55K	87	In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.	0	12	29	43	3	66	21	In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control. During the 1973 Thanksgiving weekend, the Hoods are - relationship-wise, skidding out-of-control, isolated from each other; Benjamin reels from drink-to-drink, His wife, Elena's losing patience with Ben's incessant lies. Home for the holidays, their son, Paul, heads into Manhattan, in search of a rich girl from his prep school. Wendy, the teenage daughter, roams the neighborhood, exploring the liquor and lingerie of her friends' parents, looking for something - anything - new. Then, an ice storm hits, and their problems seem inconsequential, and nothing will ever be the same. —Emory Herbertson	['Drama']	['Ang Lee']	['Rick Moody', 'James Schamus']	['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire', 'Christina Ricci', 'Elijah Wood', 'Adam Hann-Byrd', 'David Krumholtz', 'Jamey Sheridan', 'Kate Burton', 'William Cain', 'Michael Cumpsty', 'Maia Danziger', 'Katie Holmes', 'Michael Egerman', 'Christine Farrell', 'Glenn Fitzgerald']
1041	Forget Paris (1995)	Comedy and Romance	Billy Crystal	Billy Crystal, Lowell Ganz, and Babaloo Mandel	Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson, Richard Masur, Julie Kavner, William Hickey, Robert Costanzo, John Spencer, Tom Wright, Cathy Moriarty, Johnny Williams, Marv Albert, Bill Walton, Charles Barkley, David Robinson, Dan Majerle, and Kevin Johnson	1995	09	United Kingdom	1h 41min	PG-13	6.5	12K	62	Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.	0	7	22	32	1	38	24	Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs. Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive. —Philip Apps	['Comedy', 'Romance']	['Billy Crystal']	['Billy Crystal', 'Lowell Ganz', 'Babaloo Mandel']	['Billy Crystal', 'Debra Winger', 'Joe Mantegna', 'Cynthia Stevenson', 'Richard Masur', 'Julie Kavner', 'William Hickey', 'Robert Costanzo', 'John Spencer', 'Tom Wright', 'Cathy Moriarty', 'Johnny Williams', 'Marv Albert', 'Bill Walton', 'Charles Barkley', 'David Robinson', 'Dan Majerle', 'Kevin Johnson']
273	Heat (1995)	Action, Crime, and Thriller	Michael Mann	Michael Mann	Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan, Kevin Gage, Hank Azaria, and Susan Traylor	1995	02	United Kingdom	2h 50min	R	8.2	609K	223	A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.	0	19	120	82	2	185	38	A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist. Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending.... —Tad Dibbern	['Action', 'Crime', 'Thriller']	['Michael Mann']	['Michael Mann']	['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Dennis Haysbert', 'William Fichtner', 'Natalie Portman', 'Tom Noonan', 'Kevin Gage', 'Hank Azaria', 'Susan Traylor']
24	Rumble in the Bronx (1995)	Action, Adventure, and Crime	Stanley Tong	Edward Tang and Fibe Ma	Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit, Man-Ching Chan, Fred Andrucci, Mark Antoniuk, Lauro David Chartrand-DelValle, Chris Franco, Lance Gibson, David Hooper, Kathy Hubble, Terrance Leigh, and Dean McKenzie	1995	07	United Kingdom	1h 27min	R	6.8	41K	174	A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.	1	20	105	47	1	146	28	A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills. Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. Meanwhile, one of those petty thugs in the local gang stumbles into a criminal situation way over his head. Blinded by greed, his involvement draws his gang, the kid, Keong, and the whole neighborhood into a deadly crossfire. When the lazy cops fail to successfully resolve matters, Keong takes things into his own hands. Needless to say, much spectacular kung-fu and outrageous action sequences follow.... —Tad Dibbern	['Action', 'Adventure', 'Crime']	['Stanley Tong']	['Edward Tang', 'Fibe Ma']	['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung', 'Marc Akerstream', 'Garvin Cross', 'Morgan Lam', 'Ailen Sit', 'Man-Ching Chan', 'Fred Andrucci', 'Mark Antoniuk', 'Lauro David Chartrand-DelValle', 'Chris Franco', 'Lance Gibson', 'David Hooper', 'Kathy Hubble', 'Terrance Leigh', 'Dean McKenzie']
1488	Germinal (1993)	Drama	Claude Berri	Émile Zola, Claude Berri, and Arlette Langmann	Renaud, Gérard Depardieu, Miou-Miou, Jean Carmet, Judith Henry, Jean-Roger Milo, Laurent Terzieff, Bernard Fresson, Jean-Pierre Bisson, Jacques Dacqmine, Anny Duperey, Gérard Croce, Frédéric van den Driessche, Annick Alane, Pierre Lafont, Thierry Levaret, Fred Personne, and Cécile Bois	1993	05	United Kingdom	2h 40min	R	7.1	5K	4	In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.	0	0	1	2	1	3	1	In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them. It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them. —Michel Rudoy	['Drama']	['Claude Berri']	['Émile Zola', 'Claude Berri', 'Arlette Langmann']	['Renaud', 'Gérard Depardieu', 'Miou-Miou', 'Jean Carmet', 'Judith Henry', 'Jean-Roger Milo', 'Laurent Terzieff', 'Bernard Fresson', 'Jean-Pierre Bisson', 'Jacques Dacqmine', 'Anny Duperey', 'Gérard Croce', 'Frédéric van den Driessche', 'Annick Alane', 'Pierre Lafont', 'Thierry Levaret', 'Fred Personne', 'Cécile Bois']
712	Tin Men (1987)	Comedy and Drama	Barry Levinson	Barry Levinson	Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney, Jackie Gayle, Stanley Brock, Seymour Cassel, Bruno Kirby, J.T. Walsh, Richard Portnow, Matt Craven, Alan Blumenfeld, Brad Sullivan, Michael Tucker, Deirdre OConnell, Sheila McCauley, Michael Willis, and Penny Nichols	1987	08	United Kingdom	1h 52min	R	6.6	8.3K	51	A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.	0	0	10	37	4	42	9	A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore. One step short of larceny, the aluminum siding salesmen in this movie sell their wares, compete with each other, and engage in a lot of great dialog. Tin Men focuses on the rivalry between BB Babowsky and Ernest Tilley. At the same time, the end of small world of which they are kings looms near as a government probe investigates their industry. —Reid Gagle	['Comedy', 'Drama']	['Barry Levinson']	['Barry Levinson']	['Richard Dreyfuss', 'Danny DeVito', 'Barbara Hershey', 'John Mahoney', 'Jackie Gayle', 'Stanley Brock', 'Seymour Cassel', 'Bruno Kirby', 'J.T. Walsh', 'Richard Portnow', 'Matt Craven', 'Alan Blumenfeld', 'Brad Sullivan', 'Michael Tucker', 'Deirdre OConnell', 'Sheila McCauley', 'Michael Willis', 'Penny Nichols']
54	Outbreak (1995)	Action, Drama, and Thriller	Wolfgang Petersen	Laurence Dworet and Robert Roy Pool	Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr., Donald Sutherland, Patrick Dempsey, Zakes Mokae, Malick Bowens, Susan Lee Hoffman, Benito Martinez, Bruce Jarchow, Leland Hayward III, Daniel Chodos, Dale Dye, Kara Keough, Gina Menza, and Per Didrik Fasmer	1995	04	United Kingdom	2h 7min	R	6.6	125K	104	Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.	0	9	50	45	0	81	23	Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey. Colonel Dr. Sam Daniels has just divorced his wife Robby Keough, who works at the CDC. Out of the blue, he is assigned by his superior General Billy Ford to investigate a lethal disease in an African village with his crew formed by the scientist Casey Schuler and Major Dr. Salt. They are impressed by the disease and Colonel Daniels reports to General Ford his findings afraid of contamination in the USA. However General Ford tells that the disease kills so fast that would never reach their country. However, an African smuggled monkey carrier of the disease is brought to USA and the customs employee Jimbo Scott unsuccessfully tries to sell the animal. He releases the monkey in the woods and spreads the disease in the beginning of an outbreak in a small town in California. Now Colonel Daniels, his ex-wife and their teams must fight the invisible enemy while Colonel Daniels discovers dark secrets from his superior General Donald McClintock. —Claudio Carvalho, Rio de Janeiro, Brazil	['Action', 'Drama', 'Thriller']	['Wolfgang Petersen']	['Laurence Dworet', 'Robert Roy Pool']	['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Kevin Spacey', 'Cuba Gooding Jr.', 'Donald Sutherland', 'Patrick Dempsey', 'Zakes Mokae', 'Malick Bowens', 'Susan Lee Hoffman', 'Benito Martinez', 'Bruce Jarchow', 'Leland Hayward III', 'Daniel Chodos', 'Dale Dye', 'Kara Keough', 'Gina Menza', 'Per Didrik Fasmer']
1327	Captives (1994)	Drama	Angela Pope	Frank Deasy	Julia Ormond, Tim Roth, Keith Allen, Siobhan Redmond, Peter Capaldi, Colin Salmon, Richard Hawley, Annette Badland, Jeff Nuttall, Kenneth Cope, Bill Moody, Nathan Dambuza, Christina Collingridge, Victoria Scarborough, Anthony Keirnan, Aedin Moloney, Tricia Thorns, and Cathy Murphy	1994	04	United Kingdom	1h 40min	R	6.3	2.3K	3	A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.	0	0	3	0	0	3	0	A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all. A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.	['Drama']	['Angela Pope']	['Frank Deasy']	['Julia Ormond', 'Tim Roth', 'Keith Allen', 'Siobhan Redmond', 'Peter Capaldi', 'Colin Salmon', 'Richard Hawley', 'Annette Badland', 'Jeff Nuttall', 'Kenneth Cope', 'Bill Moody', 'Nathan Dambuza', 'Christina Collingridge', 'Victoria Scarborough', 'Anthony Keirnan', 'Aedin Moloney', 'Tricia Thorns', 'Cathy Murphy']
612	Lost Horizon (1937)	Drama	Frank Capra	Robert Riskin, James Hilton, and Sidney Buchman	Ronald Colman, Jane Wyatt, Edward Everett Horton, John Howard, Thomas Mitchell, Margo, Isabel Jewell, H.B. Warner, Sam Jaffe, Norman Ainsley, Chief John Big Tree, Wyrley Birch, Beatrice Blinn, Hugh Buckler, Sonny Bupp, John Burton, Tom Campbell, and Matthew Carlton	1937	09	United States	2h 12min	Approved	7.7	13K	34	When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.	0	0	5	29	0	26	8	When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay. British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway. —Marg Baskin	['Drama']	['Frank Capra']	['Robert Riskin', 'James Hilton', 'Sidney Buchman']	['Ronald Colman', 'Jane Wyatt', 'Edward Everett Horton', 'John Howard', 'Thomas Mitchell', 'Margo', 'Isabel Jewell', 'H.B. Warner', 'Sam Jaffe', 'Norman Ainsley', 'Chief John Big Tree', 'Wyrley Birch', 'Beatrice Blinn', 'Hugh Buckler', 'Sonny Bupp', 'John Burton', 'Tom Campbell', 'Matthew Carlton']
162	On Golden Pond (1981)	Drama	Mark Rydell	Ernest Thompson	Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon, Dabney Coleman, William Lanteau, Christopher Rydell, and Troy Garity	1981	03	United Kingdom	1h 49min	PG	7.6	30K	106	Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.	0	2	34	66	4	68	38	Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms. The loons have returned to Golden Pond, and so have retired professor Norman Thayer and his wife Ethel, who have had a summer cottage there since early in their marriage. This summer, their daughter Chelsea--whom they haven't seen in years, feels that she must be there for Norman's birthday. She and her fiance' are on their way to Europe, but will return in a few weeks to pick up the fiance's son. When Chelsea returns, she is married, and her stepson has the relationship with her father that she had always wanted. Will father and daughter be able to communicate at last? —Dale O'Connor	['Drama']	['Mark Rydell']	['Ernest Thompson']	['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda', 'Doug McKeon', 'Dabney Coleman', 'William Lanteau', 'Christopher Rydell', 'Troy Garity']
552	Species (1995)	Sci-Fi	Roger Donaldson	Dennis Feldman	Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina, Forest Whitaker, Marg Helgenberger, Michelle Williams, Jordan Lund, Don Fischer, Scott McKenna, Virginia Morris, Jayne Luke, David K. Schroeder, David Jensen, Esther Scott, Shirley Prestia, William Utay, and David Selburg	1995	09	United Kingdom	1h 48min	R	5.8	78K	45	A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.	0	7	26	12	0	39	6	A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human. In 1993, a search for extraterrestrial life, a transmission's received, detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armor-plated killing machine in the blink of an eye. Government agent Xavier Fitch assembles a team of scientists and mercenaries to locate and destroy Sil before she manages to find a mate and breed. —Amazon	['Sci-Fi']	['Roger Donaldson']	['Dennis Feldman']	['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Alfred Molina', 'Forest Whitaker', 'Marg Helgenberger', 'Michelle Williams', 'Jordan Lund', 'Don Fischer', 'Scott McKenna', 'Virginia Morris', 'Jayne Luke', 'David K. Schroeder', 'David Jensen', 'Esther Scott', 'Shirley Prestia', 'William Utay', 'David Selburg']
382	Adventures of Priscilla, Queen of the Desert, The (1994)	Comedy and Drama	Stephan Elliott	Stephan Elliott	Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell, John Casey, June Marie Bennett, Murray Davies, Frank Cornelius, Bob Boyce, Leighton Picken, Maria Kmet, Joseph Kmet, Alan Dargin, Bill Hunter, Julia Cortez, Daniel Kellie, Hannah Corbett, and Trevor Barrie	1994	10	United Kingdom	1h 44min	R	7.5	49K	111	Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.	0	5	43	63	0	67	44	Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret. Two drag-queens (Anthony/Mitzi and Adam/Felicia) and a transgender woman contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is Anthony's wife. Their bus breaks down, and is repaired by Bob, who travels on with them. —Randy Goldberg	['Comedy', 'Drama']	['Stephan Elliott']	['Stephan Elliott']	['Hugo Weaving', 'Guy Pearce', 'Terence Stamp', 'Rebel Penfold-Russell', 'John Casey', 'June Marie Bennett', 'Murray Davies', 'Frank Cornelius', 'Bob Boyce', 'Leighton Picken', 'Maria Kmet', 'Joseph Kmet', 'Alan Dargin', 'Bill Hunter', 'Julia Cortez', 'Daniel Kellie', 'Hannah Corbett', 'Trevor Barrie']
152	Sleeper (1973)	Comedy and Sci-Fi	Woody Allen	Woody Allen and Marshall Brickman	Woody Allen, Diane Keaton, John Beck, Mary Gregory, Don Keefer, John McLiam, Bartlett Robinson, Chris Forbes, Mews Small, Peter Hobbs, Susan Miller, Lou Picetti, Jessica Rains, Brian Avery, Spencer Milligan, Stanley Ralph Ross, John Cannon, and Myron Cohen	1973	12	United States	1h 29min	PG	7.2	42K	82	A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.	0	2	25	54	1	68	14	A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government. Miles, a nebbishy clarinet player who also runs a health food store in NYC's Greenwich Village, is cryogenically frozen, and brought back - 200 years in the future, by anti-government radicals in order to assist them in their attempt to overthrow the oppressive government. When he goes off on his own, he begins to explore this brave new world, which has Orgasmatron booths to replace sex and confessional robots. —John Vogel	['Comedy', 'Sci-Fi']	['Woody Allen']	['Woody Allen', 'Marshall Brickman']	['Woody Allen', 'Diane Keaton', 'John Beck', 'Mary Gregory', 'Don Keefer', 'John McLiam', 'Bartlett Robinson', 'Chris Forbes', 'Mews Small', 'Peter Hobbs', 'Susan Miller', 'Lou Picetti', 'Jessica Rains', 'Brian Avery', 'Spencer Milligan', 'Stanley Ralph Ross', 'John Cannon', 'Myron Cohen']
999	Clean Slate (1994)	Comedy	Mick Jackson	Robert King	Dana Carvey, Valeria Golino, James Earl Jones, Kevin Pollak, Michael Gambon, Michael Murphy, Jayne Brook, Vyto Ruginis, Olivia dAbo, Angela Paton, Mark Bringelson, Christopher Meloni, Timothy Scott, Gailard Sartain, Robert Wisdom, Phil Leeds, Michael Monks, and Peter Crook	1994	05	United States	1h 47min	PG-13	5.7	3.9K	10	A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.	0	1	9	0	0	8	2	"A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case. Maurice L. Pogue (Dana Carvey) is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a ""clean slate"". Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient. —Reid Gagle"	['Comedy']	['Mick Jackson']	['Robert King']	['Dana Carvey', 'Valeria Golino', 'James Earl Jones', 'Kevin Pollak', 'Michael Gambon', 'Michael Murphy', 'Jayne Brook', 'Vyto Ruginis', 'Olivia dAbo', 'Angela Paton', 'Mark Bringelson', 'Christopher Meloni', 'Timothy Scott', 'Gailard Sartain', 'Robert Wisdom', 'Phil Leeds', 'Michael Monks', 'Peter Crook']
1202	Maybe, Maybe Not (Bewegte Mann, Der) (1994)	Comedy	Sönke Wortmann	Sönke Wortmann and Ralf König	Til Schweiger, Katja Riemann, Joachim Król, Rufus Beck, Armin Rohde, Nico van der Knaap, Antonia Lang, Martina Gedeck, Judith Reinartz, Kai Wiesinger, Horst D. Scheel, Christof Wackernagel, Martin Armknecht, Heinrich Schafmeister, Helmut Buchel, Monty Arnold, Hans Peter Reutter, and Heinz Baumeister	1994	01	United Kingdom	1h 33min	R	6.5	6K	8	Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.	0	0	3	5	0	8	0	Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before. The handsome young Axel is always on the hunt for women although he already has a girlfriend named Doro. One day Doro catches Axel in the act with another woman. She ends their relationship and throws him out of her apartment. Seeking a new home, Axel is introduced to Walter, a homosexual, who finds Axel quite attractive. Walter takes Axel to a gay party where they meet Norbert, who has a big apartment and is more than willing to let Axel stay for a while because he thinks he can seduce him. Meanwhile, Doro finds out that she is pregnant with Axel's child and now she tries to get him back, not knowing that he lives among homosexuals. This makes for a lot of funny incidents between the gay world and the straight world. But will Doro get Axel back or will he stay with Norbert instead? —Harald Mayr	['Comedy']	['Sönke Wortmann']	['Sönke Wortmann', 'Ralf König']	['Til Schweiger', 'Katja Riemann', 'Joachim Król', 'Rufus Beck', 'Armin Rohde', 'Nico van der Knaap', 'Antonia Lang', 'Martina Gedeck', 'Judith Reinartz', 'Kai Wiesinger', 'Horst D. Scheel', 'Christof Wackernagel', 'Martin Armknecht', 'Heinrich Schafmeister', 'Helmut Buchel', 'Monty Arnold', 'Hans Peter Reutter', 'Heinz Baumeister']
649	Once Upon a Time in America (1984)	Crime, Drama, and Thriller	Sergio Leone	Harry Grey, Leonardo Benvenuti, and Piero De Bernardi	Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden, Darlanne Fluegel, Larry Rapp, Dutch Miller, Robert Harper, Richard Bright, Gerard Murphy, Amy Ryder, and Olga Karlatos	1984	10	United Kingdom	3h 49min	R	8.3	331K	50	A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.	0	1	16	33	0	39	11	"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life. With the vivid memory of his long-gone childhood friends Max, Patsy, and Cockeye etched in his mind, his ferociously loyal partners-in-crime during their rise to prominence in New York's Prohibition-era Lower East Side, the defeated, penniless, and guilt-ridden former gangster David ""Noodles"" Aaronson returns to Manhattan. Not knowing what to expect on his mission to shed light on his opaque past, grizzled Noodles reunites with his only living friend Fat Moe after 35 haunted years of self-exile. However, the relentless, piercing sound of culpability stands in the way of finding closure, as the inscrutable content of a well-worn leather suitcase further complicates matters. And now, against the backdrop of a torn conscience, the sad, bittersweet recollections of more than 50 years of love, death, and everything in-between become inextricably intertwined, leading to even more puzzling questions. But what are a man's options when he is left with nothing? —Nick Riganas"	['Crime', 'Drama', 'Thriller']	['Sergio Leone']	['Harry Grey', 'Leonardo Benvenuti', 'Piero De Bernardi']	['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams', 'Tuesday Weld', 'Burt Young', 'Joe Pesci', 'Danny Aiello', 'William Forsythe', 'James Hayden', 'Darlanne Fluegel', 'Larry Rapp', 'Dutch Miller', 'Robert Harper', 'Richard Bright', 'Gerard Murphy', 'Amy Ryder', 'Olga Karlatos']
