movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline,genre
"[7, 13]",587,"Hour of the Pig, The (1993)","['https://m.media-amazon.com/images/M/MV5BYTRkYzFkOWItODhhNS00MGQ2LWI4YmItMWRkM2RkYzg1ZGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,10,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTRkYzFkOWItODhhNS00MGQ2LWI4YmItMWRkM2RkYzg1ZGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX285_CR0,15,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTRkYzFkOWItODhhNS00MGQ2LWI4YmItMWRkM2RkYzg1ZGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,20,380,562_.jpg']",http://www.imdb.com/title/tt0107146/?ref_=fn_al_tt_1,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy.",6.6,2K,['Leslie Megahey'],['Leslie Megahey'],"['Colin Firth', 'Amina Annabi', 'Jim Carter', 'Donald Pleasence', 'Ian Holm', 'Nicol Williamson', 'Michael Gough', 'Harriet Walter', 'Lysette Anthony', 'Sophie Dix', 'Vincent Grass', 'Elizabeth Spriggs', 'Raoul Delfosse', 'Justin Chadwick', 'Jean-Pierre Stewart', 'Emil Wolk', 'Dave Atkins', 'François Lalande']",R,1993.0,1h 42min,21-01-1994,United Kingdom,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy. In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy. —Reid Gagle","['Documentary', 'Mystery']"
"[13, 16]",479,Vertigo (1958),"['https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,6,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX285_CR0,10,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,13,380,562_.jpg']",http://www.imdb.com/title/tt0052357/?ref_=fn_al_tt_1,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",8.3,383K,['Alfred Hitchcock'],"['Alec Coppel', 'Samuel A. Taylor', 'Pierre Boileau']","['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'David Ahdar', 'Isabel Analla', 'Jack Ano', 'Margaret Bacon', 'John Benson', 'Danny Borzage', 'Margaret Brayton', 'Paul Bryar', 'Boyd Cabeen']",PG,1958.0,2h 8min,07-08-1958,United Kingdom,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed. Following his early retirement as a detective from the San Francisco Police Department, John Ferguson - Scottie to his friends - becomes obsessed with two women in succession, those obsessions which trouble his long time friend and former fiancée, Midge Wood, a designer of women's undergarments. The first is wealthy and elegant platinum blonde Madeleine Elster, the wife of his college acquaintance Gavin Elster, who hires John to follow her in Gavin's belief that she may be a danger to herself in thinking that she has recently been possessed by the spirit of Carlotta Valdes, Madeleine's great-grandmother who she knows nothing about, but who Gavin knows committed suicide in being mentally unbalanced when she was twenty-six, Madeleine's current age. The second is Judy Barton, who John spots on the street one day. Judy is a working class girl, but what makes John obsessed with her is that, despite her working class style and her brunette hair, she is the spitting image of Madeleine, into who he tries to transform Judy. The initial question that John has is if there is some connection between Madeleine and Judy. What happens between John and individually with Madeleine and Judy is affected by the reason John took that early retirement: a recent workplace incident that showed that he is acrophobic which leads to a severe case of vertigo whenever he looks down from tall heights.","['Mystery', 'Thriller']"
[4],428,Harold and Maude (1971),"['https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,5,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX285_CR0,8,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0,10,380,562_.jpg']",http://www.imdb.com/title/tt0067185/?ref_=fn_al_tt_1,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",7.9,75K,['Hal Ashby'],['Colin Higgins'],"['Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack', 'Charles Tyner', 'Ellen Geer', 'Eric Christmas', 'G. Wood', 'Judy Engles', 'Shari Summers', 'Tom Skerritt', 'Susan Madigan', 'Ray K. Goman', 'Gordon De Vol', 'Harvey Brumfield', 'Henry Dieckoff', 'Philip Schultz', 'Sonia Sorel']",PG,1971.0,1h 31min,27-04-1972,United Kingdom,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral. Young adult Harold Chasen, solitary and friendless by choice, is obsessed with death, this fascination manifesting itself in he staging his own fake suicides, driving a hearse and attending funerals, even of people he doesn't know, all to the chagrin of his exasperated wealthy mother with whom he lives. Mrs. Chasen is determined for Harold to be ""normal"", including her sending him into therapy to deal with his issues and finding him a girlfriend through a computer dating service. It is at a series of funerals that Harold meets Maude, on the cusp of her eightieth birthday, she who too attends funerals of strangers. Unlike Harold, Maude is obsessed with life - her own life to be more precise - she does whatever she wants to please herself, damned what others may think or how they may be affected. Since she can't take material possessions with her, she is more interested in experiences, with whatever material possessions she has - often ""borrowed"" without asking - only to further those experiences. Their friendship is initially based on how the other can further their own priority. But as Maude shows Harold how to truly live, Harold falls in love with her. Their relationship, already limited in time by the sheer math, is curtailed even more as Maude shows him only not how to live well, but die well.","[""Children's""]"
"[9, 16]",673,Cape Fear (1962),"['https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,6,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX285_CR0,9,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BOWNlMTJmMWUtYjk0MC00M2U4LWI1ODItZDgxNDZiODFmNjc5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX380_CR0,12,380,562_.jpg']",http://www.imdb.com/title/tt0055824/?ref_=fn_al_tt_1,A lawyer's family is stalked by a man he once helped put in jail.,7.7,28K,['J. Lee Thompson'],"['John D. MacDonald', 'James R. Webb']","['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin', 'Martin Balsam', 'Jack Kruschen', 'Telly Savalas', 'Barrie Chase', 'Paul Comi', 'John McKee', 'Page Slattery', 'Ward Ramsey', 'Edward Platt', 'Will Wright', 'Joan Staley', 'Norma Yost', 'Mack Williams', 'Tom Newman']",Passed,1962.0,1h 46min,10-01-1963,United Kingdom,"A lawyer's family is stalked by a man he once helped put in jail. Having nothing but time on his hands, brutal, irredeemable criminal Max Cady re-enters the life of strait-laced lawyer and family man Sam Bowden after serving a life-changing eight-year stint in jail for assault. Now, nothing can prevent Max from getting what he wants, and driven by the unquenchable desire to get even, the sadist with the chilling smirk sets a sinister cat-and-mouse game in motion. In the following days, as Cady takes pleasure in pushing Bowden's buttons in a relentless campaign of psychological warfare, the psychotic ex-con will have Bowden and his family peering over their shoulders, hell-bent on destroying the district attorney who sent him to prison. Can Sam protect what he holds dear? Will the nightmare in Cape Fear ever end? —Nick Riganas","['Fantasy', 'Thriller']"
"[7, 14]",662,Somewhere in Time (1980),"['https://m.media-amazon.com/images/M/MV5BOTBhZWNlNTgtOWQwYi00N2YwLTkwZjItMjFhOGRmYzU4NDhmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UY281_CR3,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTBhZWNlNTgtOWQwYi00N2YwLTkwZjItMjFhOGRmYzU4NDhmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UY422_CR4,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTBhZWNlNTgtOWQwYi00N2YwLTkwZjItMjFhOGRmYzU4NDhmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UY562_CR5,0,380,562_.jpg']",http://www.imdb.com/title/tt0081534/?ref_=fn_al_tt_1,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.,7.2,28K,['Jeannot Szwarc'],['Richard Matheson'],"['Christopher Reeve', 'Jane Seymour', 'Christopher Plummer', 'Teresa Wright', 'Bill Erwin', 'George Voskovec', 'Susan French', 'John Alvin', 'Eddra Gale', 'Audrey Bennett', 'William H. Macy', 'Laurence Coven', 'Susan Bugg', 'Christy Michaels', 'Ali Marie Matheson', 'George Wendt', 'Steve Boomer', 'Pat Billingsley']",PG,1980.0,1h 43min,31-10-1980,United Kingdom,"A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel. The movie opens with college student Richard Collier gathering rave reviews for his debut play. At the party, he comes face to face with an old woman who presses something in his hand and whispers ""Come back to me."" He opens his hand to find an old pocket watch. Eight years later, Collier is a successful playwright in the middle of a break-up and writer's block. He leaves Chicago for awhile to think things out and finds himself near his alma mater at the Grand Hotel. While wandering around the hotel, he finds a photograph of a beautiful young woman. Richard is entranced, and attempts to find out whatever he can about her. During the course of his research, he learns she was Elise McKenna, a famous actress from the turn of the century. He also discovers she was the mysterious old woman who gave him the pocket watch. Finally determining that he must meet her somehow, he employs self-hypnosis and wills himself back to 1912. He meets Elise and they fall in love, which does not make her manager, William Fawcett Robinson, rather happy. Will their love survive Robinson's disapproval? Will Richard be able to remain in 1912?","['Documentary', 'Romance']"
[5],1011,2 Days in the Valley (1996),"['https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR1,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY422_CR1,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY562_CR1,0,380,562_.jpg']",http://www.imdb.com/title/tt0115438/?ref_=fn_al_tt_1,48 hours of intersecting lives and crimes in Los Angeles.,6.5,19K,['John Herzfeld'],['John Herzfeld'],"['Teri Hatcher', 'Jeff Daniels', 'Danny Aiello', 'Charlize Theron', 'Greg Cruttwell', 'Glenne Headly', 'Peter Horton', 'Marsha Mason', 'Paul Mazursky', 'James Spader', 'Eric Stoltz', 'Keith Carradine', 'Louise Fletcher', 'Austin Pendleton', 'Kathleen Luong', 'Michael Jai White', 'Cress Williams', 'Lawrence Tierney']",R,1996.0,1h 44min,18-10-1996,United Kingdom,"48 hours of intersecting lives and crimes in Los Angeles. John Herzfeld deftly welds together a multitude of subplots-- a loser hitman and a cool assassin involved in an insurance scam; a washed-up director, turned suicidal, if only he had someone to care for his beloved dog; a snooty art dealer, wracked by kidney stones, cared for by his devoted assistant; a grungy deranged vice cop, now partnered with a fresh-faced rookie; and two beautiful and jealous women entangled in their deadly scheme. —Tad Dibbern",['Comedy']
[6],1497,"Line King: Al Hirschfeld, The (1996)","['https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX380_CR0,36,380,214_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX570_CR0,53,570,321_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX760_CR0,71,760,428_.jpg']",http://www.imdb.com/title/tt2147657/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['nan'],['nan'],['nan'],,,,06-01-1999,United States,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide. Delightfully quirky and compassionate in sensibility, Al Hirschfeld has immortalized the icons of American theater and film for the better part of the twentieth century.",['Crime']
"[0, 16]",912,U.S. Marshalls (1998),"['https://m.media-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY281_CR9,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY422_CR12,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY562_CR17,0,380,562_.jpg']",http://www.imdb.com/title/tt0120873/?ref_=fn_al_tt_1,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",6.6,100K,['Stuart Baird'],"['Roy Huggins', 'John Pogue']","['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.', 'Joe Pantoliano', 'Daniel Roebuck', 'Tom Wood', 'LaTanya Richardson Jackson', 'Irène Jacob', 'Kate Nelligan', 'Patrick Malahide', 'Rick Snyder', 'Michael Paul Chan', 'Johnny Lee Davenport', 'Donald Li', 'Marc Vann', 'Michael Guido', 'Robert Mohler', 'Richard Lexsee']",PG-13,1998.0,2h 11min,24-04-1998,United Kingdom,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder. When a prisoner transport plane crashes, one prisoner, Mark Sheridan, skillfully escapes and saves lives at the same time. Deputy Sam Gerard and his team of U.S. Marshals pursue relentlessly, but Gerard begins to suspect that there is more to the exceptional fugitive than what he has been told. Meanwhile, Sheridan struggles to avoid capture while seeking answers of his own. Until the final scene, both Gerard and Sheridan are in jeopardy of the unknown. —OBGriffiths@yahoo.com","['unknown', 'Thriller']"
[7],1205,"Secret Agent, The (1996)","['https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX380_CR0,36,380,214_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX570_CR0,53,570,321_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX760_CR0,71,760,428_.jpg']",http://www.imdb.com/title/tt0865124/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['nan'],['nan'],['nan'],,,,24-11-1997,Canada,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['Documentary']
[4],1230,Ready to Wear (Pret-A-Porter) (1994),"['https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY422_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR1,0,380,562_.jpg']",http://www.imdb.com/title/tt0110907/?ref_=fn_al_tt_1,A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,5.2,15K,['Robert Altman'],"['Robert Altman', 'Barbara Shulgasser']","['Sophia Loren', 'Julia Roberts', 'Marcello Mastroianni', 'Jean-Pierre Cassel', 'Kim Basinger', 'Chiara Mastroianni', 'Stephen Rea', 'Anouk Aimée', 'Rupert Everett', 'Rossy de Palma', 'Tara Leon', 'Georgianna Robertson', 'Lili Taylor', 'Ute Lemper', 'Forest Whitaker', 'Tom Novembre', 'Richard E. Grant', 'Anne Canovas']",R,1994.0,2h 13min,03-03-1995,United Kingdom,"A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week. A fashion show in Paris draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Lots of unconnected stories which all revolve around this show, and an all-star cast. —Rob Hartill","[""Children's""]"
"[5, 7, 16]",1069,Amateur (1994),"['https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UX285_CR0,3,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UX380_CR0,3,380,562_.jpg']",http://www.imdb.com/title/tt0109093/?ref_=fn_al_tt_1,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",6.9,6K,['Hal Hartley'],['Hal Hartley'],"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn', 'Damian Young', 'Chuck Montgomery', 'Dave Simonds', 'Pamela Stewart', 'Erica Gimpel', 'Jan Leslie Harding', 'Terry Alexander', 'Holt McCallany', 'Hugh Palmer', 'Michael Imperioli', 'Angel Caban', 'Emmanuel Xuereb', 'Lennie Loftin', 'David Greenspan', 'Adria Tennor']",R,1994.0,1h 45min,06-01-1995,United Kingdom,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star. Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember that he used to be a vicious pornographer, responsible for turning his young wife, Sofia, into the world's most notorious porn queen. Sofia's on the run, convinced she's killed him. Together, Isabelle and Thomas set out to discover his past, a past waiting to catch up with him. —L.H. Wong","['Comedy', 'Documentary', 'Thriller']"
[6],814,"Great Day in Harlem, A (1994)","['https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY422_CR2,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR3,0,380,562_.jpg']",http://www.imdb.com/title/tt0109934/?ref_=fn_al_tt_1,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",7.4,450,['Jean Bach'],"['Jean Bach', 'Susan Peehl', 'Matthew Seig']","['Dizzy Gillespie', 'Milt Hinton', 'Marian McPartland', 'Art Blakey', 'Quincy Jones', 'Sonny Rollins', 'Buck Clayton', 'Hank Jones', 'Art Farmer', 'Johnny Griffin', 'Chubby Jackson', 'Scoville Browne', 'Felix Maxwell', 'Paula Morris', 'Taft Jordan Jr.', 'Everard Powell', 'Bud Freeman', 'Max Kaminsky']",Not Rated,1994.0,1h,21-04-1995,United Kingdom,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife. —Daren Gill",['Crime']
"[5, 16]",1598,City of Industry (1997),"['https://m.media-amazon.com/images/M/MV5BZTlkYWUxMGItNjdjZi00MjBkLTg2ZWMtMGJmOWNkMDllM2I2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZTlkYWUxMGItNjdjZi00MjBkLTg2ZWMtMGJmOWNkMDllM2I2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX285_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZTlkYWUxMGItNjdjZi00MjBkLTg2ZWMtMGJmOWNkMDllM2I2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0118859/?ref_=fn_al_tt_1,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",6.1,5.9K,['John Irvin'],['Ken Solarz'],"['Harvey Keitel', 'Stephen Dorff', 'Timothy Hutton', 'Famke Janssen', 'Wade Dominguez', 'Michael Jai White', 'Lucy Liu', 'Reno Wilson', 'Dana Barron', 'Tamara Clatterbuck', 'Brian Brophy', 'François Chau', 'Flex Alexander', 'Brian Shen', 'Ai Wan', 'Cyrus Farmer', 'Eli Ruiz', 'Vien Hong']",R,1997.0,1h 37min,04-07-1997,United Kingdom,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole. Lee Egan lures his older brother Roy out of ""retirement"" with a sweet jewel heist, only to get killed by a backstabbing partner; then it's up to Roy to get revenge. —Thomas Pluck","['Comedy', 'Thriller']"
[7],1682,Scream of Stone (Schrei aus Stein) (1991),"['https://m.media-amazon.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@._V1_QL75_UY422_CR4,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@._V1_QL75_UY562_CR5,0,380,562_.jpg']",http://www.imdb.com/title/tt0102855/?ref_=fn_al_tt_1,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",6.2,1.3K,['Werner Herzog'],"['Hans-Ulrich Klenner', 'Walter Saxer', 'Robert Geoffrion']","['Vittorio Mezzogiorno', 'Stefan Glowacz', 'Mathilda May', 'Al Waxman', 'Gunilla Karlzen', 'Chavela Vargas', 'Georg Marischka', 'Volker Prechtel', 'Hans Kammerlander', 'Lautaro Murúa', 'Brad Dourif', 'Donald Sutherland', 'Amelie Fried', 'Werner Herzog', 'Wolfgang Müller', 'Nicolas de la Cruz', 'Sebastien de la Cruz', 'Federico Marchesi']",,1991.0,1h 45min,03-10-1991,Germany,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive. A meeting of two world famous climbers, one an experienced mountaineer (Roccia), the other a sport climber (Martin), results in a bet on which of the two is the best climber. Roccia states that Martin wouldn't survive on a 'real' climbing expedition, although he is the indoor 'world champion'. Then they both plan to climb the 'Cerro Torre' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions in the area. The journalist Ivan, using the rivalry for media exploitation, is joining them and reporting. The rivalry among the two men results eventually in the death of a common friend. Martin claims to have been at the top of 'Cerro Torre', but can't proof it. Then Martin 'steals' Roccia's girlfriend (Katrina), who feels lonely and under appreciated by Roccia. After some time the two men meet again at 'Cerro Torre' and the rivalry results in a 'climb against time' in which Martin and Roccia each attempt different routes up the mountain in a race to the summit. But they're in for a surprise...",['Documentary']
